City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,sinop,41.7711,34.8709,10.49,92,90,0.94,TR,1683610489
360,pavlovsk,50.4578,40.1081,8.65,56,100,6.23,RU,1683610489
361,solnechnyy,50.7214,136.6319,13.33,28,100,5.95,RU,1683610489
362,hamilton,39.1834,-84.5333,18.87,91,100,2.06,US,1683610369
363,olyokminsk,60.3736,120.4264,9.44,56,87,5.09,RU,1683610490
364,sinabang,2.4803,96.3801,28.45,72,96,1.91,ID,1683610490
365,mitchell,43.7094,-98.0298,15.62,66,0,4.12,US,1683610217
366,severo-yeniseyskiy,60.3725,93.0408,6.58,54,93,6.65,RU,1683610490
367,cidreira,-30.1811,-50.2056,14.29,90,84,2.84,BR,1683610490
368,juneau,58.3019,-134.4197,9.0,84,75,0.0,US,1683610382
369,gaiman,-43.2897,-65.4929,14.24,34,100,5.82,AR,1683610491
370,acapulco de juarez,16.8634,-99.8901,28.9,74,0,1.54,MX,1683610491
371,cockburn town,21.4612,-71.1419,26.67,78,3,8.3,TC,1683610369
372,carauari,-4.8828,-66.8958,23.06,100,100,1.27,BR,1683610491
373,maun,-19.9833,23.4167,16.98,59,0,2.57,BW,1683610492
374,thames,-37.1333,175.5333,18.11,97,100,4.41,NZ,1683610492
375,celestun,20.8667,-90.4,28.35,59,5,6.47,MX,1683610492
376,san andres,12.5847,-81.7006,28.01,78,20,3.6,CO,1683610312
377,pucallpa,-8.3791,-74.5539,21.05,99,46,0.86,PE,1683610492
378,sisimiut,66.9395,-53.6735,-1.35,83,100,5.27,GL,1683610493
379,newman,37.3138,-121.0208,15.72,50,100,1.34,US,1683610493
380,baglung,28.2719,83.5898,27.33,26,2,3.77,NP,1683610493
381,chatillon-sur-seine,47.8585,4.5738,11.59,92,100,2.21,FR,1683610493
382,lyuban',52.7985,28.0048,8.62,50,0,2.29,BY,1683610493
383,mount pearl,47.5166,-52.7813,6.03,96,100,7.2,CA,1683610199
384,sol'tsy,58.1239,30.3238,9.67,49,75,2.07,RU,1683610494
385,si racha,13.1737,100.9311,38.02,53,94,4.5,TH,1683610412
386,vrangel',42.7297,133.0839,10.94,52,63,4.73,RU,1683610494
387,chui,-33.6971,-53.4616,11.7,79,0,3.7,UY,1683610494
388,manadhoo,5.7667,73.3833,28.95,75,77,6.42,MV,1683610494
389,sandnessjoen,66.0217,12.6316,12.03,53,0,1.03,NO,1683610495
390,mersa matruh,31.3525,27.2453,16.11,82,40,1.54,EG,1683610495
391,novyy urengoy,66.0833,76.6333,-7.98,86,50,7.74,RU,1683610495
392,fortaleza,-3.7227,-38.5247,27.07,89,40,1.54,BR,1683610495
393,la passe,45.5549,-0.8967,14.99,94,100,6.75,FR,1683610496
394,pavlodar,52.3,76.95,21.89,23,0,4.0,KZ,1683610496
395,san antonio de pale,-1.4014,5.6325,28.0,80,77,4.99,GQ,1683610496
396,keflavik,64.0049,-22.5624,9.95,100,100,2.06,IS,1683610496
397,voorthuizen,52.1867,5.6056,14.4,95,100,3.6,NL,1683610496
398,isfahan,32.6572,51.6776,22.8,15,95,3.62,IR,1683610497
399,papao,-17.75,-149.55,25.82,74,56,0.93,PF,1683610497
400,juan de ayolas,-27.4,-56.9,13.26,91,100,2.1,PY,1683610497
401,labasa,-16.4167,179.3833,28.15,69,13,1.47,FJ,1683610497
402,san julian,21.0167,-102.1667,19.36,30,22,3.66,MX,1683610497
403,akjoujt,19.6969,-14.4164,25.63,22,1,4.7,MR,1683610498
404,nguigmi,14.2495,13.1092,28.62,19,100,3.09,NE,1683610498
405,sao gabriel da cachoeira,-0.1303,-67.0892,23.19,99,100,0.65,BR,1683610498
406,kibaya,-5.3,36.5667,18.02,74,89,2.53,TZ,1683610498
407,waddan,29.1614,16.139,26.13,20,1,6.33,LY,1683610498
408,nova sintra,14.8667,-24.7167,19.71,82,0,9.6,CV,1683610499
409,terbanggi besar,-4.8667,105.2333,28.68,75,89,1.0,ID,1683610499
410,liwale,-9.7667,37.9333,22.16,69,0,2.47,TZ,1683610499
411,lompoc,34.6391,-120.4579,12.66,87,100,6.26,US,1683610406
412,praia da vitoria,38.7333,-27.0667,15.98,100,20,0.72,PT,1683610499
413,majene,-3.5403,118.9707,26.16,88,100,2.26,ID,1683610500
414,cestos city,5.46,-9.5828,27.63,81,85,2.78,LR,1683610500
415,micheweni,-4.9667,39.8333,26.9,75,43,7.74,TZ,1683610500
416,tekkali,18.6167,84.2333,39.95,29,10,0.74,IN,1683610500
417,ulanhot,46.0833,122.0833,23.16,12,18,7.58,CN,1683610500
418,howard springs,-12.497,131.047,31.57,45,38,3.04,AU,1683610501
419,penzance,50.1186,-5.5371,12.38,95,100,5.15,GB,1683610501
420,shahrak,34.1074,64.3052,17.72,11,0,2.83,AF,1683610501
421,kaga bandoro,6.9896,19.1874,24.1,82,95,2.54,CF,1683610501
422,ljusdal,61.8288,16.0913,10.01,56,100,4.57,SE,1683610502
423,kailua-kona,19.6406,-155.9956,24.17,93,27,2.24,US,1683610502
424,sao joao da barra,-21.6403,-41.0511,23.88,81,77,5.08,BR,1683610502
425,anloga,5.7947,0.8973,28.1,77,96,3.34,GH,1683610502
426,gizo,-8.103,156.8419,28.61,77,85,3.53,SB,1683610503
427,gao,16.6362,1.637,30.33,26,95,2.96,ML,1683610503
428,mikun',62.3547,50.0771,7.51,65,100,4.39,RU,1683610503
429,dhuusamarreeb,5.535,46.3861,28.97,57,55,9.18,SO,1683610503
430,tionk essil,12.7856,-16.5217,25.03,61,76,1.83,SN,1683610504
431,ciudad de armeria,18.9333,-103.9667,24.04,82,21,1.39,MX,1683610504
432,gulf shores,30.246,-87.7008,23.65,76,0,0.0,US,1683610504
433,aksu,41.1231,80.2644,21.31,14,3,3.7,CN,1683610504
434,keren,15.7778,38.4581,26.75,29,2,1.08,ER,1683610505
435,bei'an,24.5399,109.533,18.8,91,100,0.86,CN,1683610505
436,nizhneangarsk,55.7833,109.55,12.99,57,12,3.2,RU,1683610505
437,galliano,29.4422,-90.2992,25.0,88,0,2.57,US,1683610505
438,puerto deseado,-47.7503,-65.8938,9.97,62,2,8.22,AR,1683610506
439,yagoua,10.3411,15.2329,32.31,34,89,2.63,CM,1683610506
440,baranchinskiy,58.1617,59.6991,6.71,33,0,2.87,RU,1683610506
441,kampene,-3.6,26.6667,21.99,95,100,0.72,CD,1683610507
442,jayapura,-2.5333,140.7,33.66,65,96,0.55,ID,1683610507
443,cuito,-12.3833,16.9333,14.52,65,21,1.07,AO,1683610507
444,waingapu,-9.6567,120.2641,28.8,71,100,8.05,ID,1683610507
445,chengde,40.9725,117.9361,25.38,16,88,4.26,CN,1683610507
446,puerto armuelles,8.2833,-82.8667,26.25,76,79,2.04,PA,1683610508
447,el granada,37.5027,-122.4694,13.34,84,40,4.63,US,1683610507
448,benghazi,32.1167,20.0667,21.62,43,92,11.56,LY,1683610508
449,chalatenango,14.0333,-88.9333,24.81,73,17,0.16,SV,1683610508
450,leava,-14.3,-178.1667,28.73,71,0,3.18,WF,1683610509
451,dzerzhinskoye,56.8344,95.2283,25.11,24,25,5.46,RU,1683610509
452,los frentones,-26.4077,-61.4137,13.66,90,50,1.06,AR,1683610509
453,callao,-12.0667,-77.15,21.51,78,75,4.12,PE,1683610509
454,mount gambier,-37.8333,140.7667,14.66,68,93,3.64,AU,1683610509
455,kalemie,-5.9475,29.1947,23.23,78,45,1.44,CD,1683610510
456,ponta delgada,37.7333,-25.6667,17.4,94,75,1.03,PT,1683610510
457,tabou,4.423,-7.3528,26.41,85,41,0.88,CI,1683610510
458,zhumysker,49.3333,49.4,7.64,51,100,8.69,KZ,1683610510
459,patigi,8.7333,5.75,27.32,71,68,1.37,NG,1683610511
460,gokceada,40.2011,25.909,14.68,77,75,3.6,TR,1683610511
461,castelli,-25.9468,-60.6195,13.75,94,88,1.24,AR,1683610316
462,minab,27.1467,57.0801,35.9,13,100,1.69,IR,1683610511
463,golhisar,37.1459,29.5088,16.03,55,83,0.58,TR,1683610512
464,egilsstadir,65.2653,-14.3948,4.95,100,100,0.0,IS,1683610512
465,punta cana,18.5818,-68.4043,26.87,83,40,2.57,DO,1683610485
466,alo,7.4178,6.7371,25.71,83,94,1.36,NG,1683610513
467,kotel'nich,58.3089,48.348,8.69,49,10,3.39,RU,1683610513
468,gornyy,55.1153,83.9059,16.2,31,100,3.52,RU,1683610513
469,puttalam,8.0362,79.8283,28.49,77,100,7.12,LK,1683610513
470,malanje,-9.5402,16.341,17.17,69,100,1.33,AO,1683610514
471,west valley,46.5921,-120.6051,11.85,72,100,1.34,US,1683610393
472,rhoose,51.3882,-3.3543,12.58,99,100,3.09,GB,1683610514
473,namdrik,5.5994,168.1028,25.64,90,100,6.71,MH,1683610514
474,datong,40.0936,113.2914,22.3,19,99,4.17,CN,1683610514
475,portland,45.5234,-122.6762,11.53,94,100,2.24,US,1683610357
476,yung shue wan,22.2333,114.1167,28.65,76,98,0.89,HK,1683610515
477,iquitos,-3.7481,-73.2472,22.02,100,75,1.03,PE,1683610482
478,totness,5.8833,-56.3167,24.73,93,93,4.78,SR,1683610515
479,serov,59.6033,60.5787,7.43,34,4,3.33,RU,1683610228
480,batticaloa,7.7102,81.6924,26.45,81,100,3.69,LK,1683610516
481,ust'-kulom,61.6864,53.6902,6.81,56,94,5.3,RU,1683610516
482,margate,51.3813,1.3862,13.26,94,100,2.24,GB,1683610516
483,vigan,17.5747,120.3869,31.45,64,39,4.53,PH,1683610517
484,umm kaddadah,13.6017,26.6876,29.8,13,62,8.97,SD,1683610517
485,nuuk,64.1835,-51.7216,-0.66,93,100,1.54,GL,1683610517
486,port-vila,-17.7338,168.3219,27.78,61,75,2.57,VU,1683610518
487,caluula,11.9661,50.7569,28.71,58,99,2.56,SO,1683610518
488,saldanha,-33.0117,17.9442,10.03,79,92,3.55,ZA,1683610518
489,belebey,54.1167,54.1167,7.29,42,66,5.4,RU,1683610518
490,gadzhiyevo,69.2551,33.3362,0.82,99,100,1.87,RU,1683610519
491,basiawan,6.5342,125.4869,32.26,64,97,2.18,PH,1683610519
492,takum,7.2667,9.9833,25.84,77,100,1.17,NG,1683610519
493,happy valley-goose bay,53.3168,-60.3315,1.17,64,100,4.63,CA,1683610519
494,port macquarie,-31.4333,152.9167,19.94,56,56,7.93,AU,1683610520
495,moree,-29.4667,149.85,18.81,30,0,5.36,AU,1683610520
496,grande prairie,55.1667,-118.8027,10.1,57,0,1.03,CA,1683610158
497,along,28.1667,94.7667,24.94,59,90,2.33,IN,1683610520
498,rabigh,22.7986,39.0349,29.46,25,21,6.45,SA,1683610521
499,serenje,-13.2325,30.2352,16.12,67,38,3.9,ZM,1683610454
500,hauterive,46.0901,3.4459,13.53,94,100,2.08,FR,1683610521
501,songea,-10.6833,35.65,19.03,67,5,0.49,TZ,1683610521
502,jatoba,-9.1831,-38.2689,19.43,97,3,2.03,BR,1683610521
503,hohhot,40.8106,111.6522,22.16,21,0,2.0,CN,1683610522
504,nadym,65.5333,72.5167,-3.6,81,34,4.05,RU,1683610522
505,bamboo flat,11.7,92.7167,30.25,73,99,8.04,IN,1683610522
506,sao caetano de odivelas,-0.75,-48.02,26.85,81,99,3.96,BR,1683610522
507,malango,-2.9627,119.9001,26.55,73,96,0.45,ID,1683610523
508,port augusta,-32.5,137.7667,17.8,50,1,6.96,AU,1683610523
509,ciudad lazaro cardenas,17.9583,-102.2,25.5,77,21,0.67,MX,1683610523
510,berdigestyakh,62.0989,126.6992,1.13,76,76,3.46,RU,1683610523
511,tashla,51.7716,52.7427,9.72,42,100,8.59,RU,1683610523
512,farafangana,-22.8167,47.8333,23.35,85,36,1.4,MG,1683610524
513,broome,42.2506,-75.833,9.33,71,90,0.62,US,1683610524
514,beni,0.5,29.4667,17.48,99,73,0.67,CD,1683610173
515,ribeira brava,32.65,-17.0667,20.62,56,5,4.68,PT,1683610524
516,mugumu,-1.85,34.7,17.9,91,100,2.01,TZ,1683610525
517,powell river,49.8496,-124.5361,15.15,71,91,1.15,CA,1683610249
518,vilyuysk,63.7553,121.6247,3.82,74,69,7.13,RU,1683610525
519,saarijarvi,62.7049,25.254,9.09,56,98,4.27,FI,1683610525
520,awjilah,29.1081,21.2869,23.6,24,3,7.24,LY,1683610526
521,lodwar,3.1191,35.5973,29.11,54,79,7.01,KE,1683610526
522,goure,13.9835,10.2704,27.48,9,85,2.15,NE,1683610526
523,kattivakkam,13.2167,80.3167,36.05,77,34,2.34,IN,1683610526
524,kushiro,42.975,144.3747,12.53,62,20,6.17,JP,1683610527
525,pont rouge,48.8833,-72.0825,2.16,61,15,2.95,CA,1683610527
526,westport,41.1415,-73.3579,16.42,49,0,3.6,US,1683610527
527,dakhla,23.6848,-15.958,17.93,95,4,6.46,EH,1683610527
528,remire-montjoly,4.9167,-52.2667,24.02,94,75,2.06,GF,1683610527
529,sindirgi,39.2413,28.1784,12.19,91,100,2.5,TR,1683610528
530,divinopolis,-20.1389,-44.8839,15.94,90,24,1.02,BR,1683610528
531,rajapur,25.3833,81.15,40.03,9,0,3.29,IN,1683610007
532,arbelaez,4.2725,-74.4151,16.45,87,69,2.67,CO,1683610529
533,baissa,7.2333,10.6333,25.44,76,98,0.36,NG,1683610529
534,beyneu,45.3167,55.2,27.14,21,95,8.91,KZ,1683610529
535,zhanaozen,43.3,52.8,20.64,43,93,3.14,KZ,1683610529
536,cururupu,-1.8283,-44.8683,23.02,98,69,0.54,BR,1683610529
537,kansk,56.2017,95.7175,26.22,19,7,5.39,RU,1683610530
538,dzhambeyty,50.2536,52.595,9.31,55,100,9.95,KZ,1683610530
539,popondetta,-8.7537,148.2534,25.04,96,99,0.85,PG,1683610530
540,goondiwindi,-28.55,150.3167,18.46,29,0,4.77,AU,1683610530
541,porto novo,6.4965,2.6036,26.9,81,99,1.5,BJ,1683610530
542,koz'modem'yansk,56.3367,46.5711,8.84,46,2,1.38,RU,1683610531
543,santa eularia des riu,38.9846,1.5341,17.72,82,0,2.06,ES,1683610531
544,ta`u,-14.2336,-169.5144,28.12,77,23,6.0,AS,1683610531
545,ginir,7.1333,40.7,19.9,69,93,1.79,ET,1683610531
546,mthatha,-31.5889,28.7844,7.31,100,40,1.54,ZA,1683610531
547,coahuayana de hidalgo,18.7,-103.6583,23.45,85,35,1.25,MX,1683610532
548,port blair,11.6667,92.75,30.44,72,98,7.78,IN,1683610532
549,chateau-du-loir,47.6949,0.4185,13.31,99,100,4.41,FR,1683610532
550,leirvik,59.7798,5.5005,10.48,84,100,5.74,NO,1683610532
551,malvan,16.0667,73.4667,28.75,76,100,3.62,IN,1683610532
552,luza,60.6308,47.2512,9.65,59,94,4.71,RU,1683610533
553,kargasok,59.0556,80.8572,7.72,34,83,5.69,RU,1683610533
554,webuye,0.6075,34.7697,20.46,75,69,2.64,KE,1683610533
555,weymouth,42.2209,-70.9398,11.58,67,0,1.34,US,1683610533
556,guozhen,34.3659,107.359,11.8,96,100,2.0,CN,1683610533
557,villa gesell,-37.2639,-56.973,9.47,91,55,6.0,AR,1683610534
558,puerto santa,-8.9906,-78.6456,21.98,90,49,3.64,PE,1683610534
559,isetskoye,56.4858,65.3226,7.94,31,0,3.32,RU,1683610534
560,katsuura,35.1333,140.3,20.01,58,51,8.15,JP,1683610534
561,pontiac,42.6389,-83.2911,12.08,63,100,2.57,US,1683610248
562,itoman,26.1247,127.6694,25.43,64,20,9.26,JP,1683610535
563,hastings,50.8552,0.5729,13.0,52,100,3.13,GB,1683610535
564,pangody,65.85,74.4859,-5.85,79,39,5.67,RU,1683610340
565,hurricane,37.1753,-113.2899,19.46,18,0,1.38,US,1683610487
566,nouadhibou,20.931,-17.0347,18.99,82,0,6.17,MR,1683610535
567,arraial do cabo,-22.9661,-42.0278,23.77,85,17,9.25,BR,1683610536
568,fengrun,39.8333,118.1167,26.89,19,100,6.46,CN,1683610536
569,ghat,24.9647,10.1728,24.03,20,99,5.93,LY,1683610536
570,zouerate,22.7187,-12.4521,21.5,54,16,2.79,MR,1683610536
571,kotlas,61.2611,46.6556,9.01,67,98,4.34,RU,1683610391
